dbn,school_name,school_type,avg_metric_score,n_metric_rows
12X372,Urban Assembly School for Wildlife Conservation,High School,2.5203333333333333,90
18K598,Middle School of Marketing and Legal Studies,Middle,3.267391304347826,69
84K386,Invictus Preparatory Charter School,Middle,2.7705454545454544,55
84K508,Achievement First Endeavor Charter School,High School,2.834920634920635,63
84K538,Achievement First Bushwick Charter School,High School,2.9517857142857142,56
06M348,Washington Heights Expeditionary Learning School,Middle,3.7003846153846154,52
07X162,J.H.S. 162 Lola Rodriguez De Tio,Middle,2.3594444444444442,54
08X305,Pablo Neruda Academy,High School,2.9922222222222223,63
09X145,J.H.S. 145 Arturo Toscanini,Middle,2.252075471698113,53
09X276,Leadership Institute,High School,2.353770491803279,61
11X289,The Young Scholars Academy of The Bronx,Middle,2.3818,50
12X692,Monroe Academy for Visual Arts & Design,High School,2.1214285714285714,63
14K632,Frances Perkins Academy,High School,3.6589830508474575,59
15K429,Brooklyn School for Global Studies,Middle,3.22,42
16K393,Frederick Douglass Academy IV Secondary School,High School,2.537450980392157,51
16K584,M.S. 584,Middle,2.8421739130434784,46
17K533,School for Democracy and Leadership,Middle,3.0158536585365856,41
17K533,School for Democracy and Leadership,High School,2.2394827586206896,58
18K589,Arts & Media Preparatory Academy,High School,2.272333333333333,60
19K311,Essence School,Middle,2.478846153846154,52
84M726,KIPP STAR College Prep Charter School,Middle,4.065217391304348,46
84X258,Tech International Charter School,Middle,2.8893478260869565,46
01M292,Henry Street School for International Studies,Middle,3.315238095238095,21
01M345,"Collaborative Academy of Science, Technology, & La",Middle,2.91875,24
02M625,High School of Graphic Communication Arts,High School,1.834090909090909,22
04M381,Global Neighborhood Secondary School,Middle,3.2752,25
05M410,The Urban Assembly Institute for New Technologies,Middle,2.86875,24
05M469,Choir Academy of Harlem,High School,2.5778947368421052,19
05M685,Bread & Roses Integrated Arts High School,High School,1.8825,20
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,Middle,3.2256,25
07X520,Foreign Language Academy of Global Studies,High School,2.4710714285714284,28
08X366,Urban Assembly Academy of Civic Engagement,Middle,2.5204166666666667,24
09X414,Jonathan Levin High School for Media and Communica,High School,1.9747826086956521,23
11X272,Globe School for Environmental Research,Middle,3.293846153846154,26
12X278,Peace and Diversity Academy,High School,1.8451851851851853,27
13K596,M.S. 596 Peace Academy,Middle,3.676,25
14K322,Foundations Academy,High School,1.848421052631579,19
14K330,The School for the Urban Environment,Middle,2.4744,25
16K534,Upper School @ P.S. 25,Middle,3.435,22
16K385,"School of Business, Finance and Entrepreneurship",Middle,2.8485,20
17K334,Middle School for Academic and Social Excellence,Middle,3.42875,24
19K174,P.S. 174 Dumont,Middle,2.3606249999999998,16
20K030,P.S./I.S. 30 Mary White Ovington,Middle,3.6992,25
22K495,Sheepshead Bay High School,High School,2.4941666666666666,24
23K073,P.S. 073 Thomas S. Boyland,Middle,1.9323076923076923,13
29Q494,"Law, Government and Community Service High School",High School,2.7505555555555556,18
29Q496,"Business, Computer Applications & Entrepreneurship",High School,2.5557894736842104,19
30Q300,The 30th Avenue School (G&T Citywide),Middle,4.591428571428572,14
84K355,Williamsburg Collegiate Charter School,High School,3.579047619047619,21
84K357,KIPP AMP Charter School,Middle,3.6115,20
84K593,Excellence Boys Charter School,High School,2.7942857142857145,7
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,High School,3.1141176470588237,17
84K710,Brownsville Collegiate Charter School,High School,3.3125,12
84K724,Leadership Prep Canarsie Charter School (Leadershi,Middle,4.351875,16
84K726,Fahari Academy Charter School,Middle,3.1255555555555556,18
84K744,Coney Island Preparatory Public Charter School,Middle,4.0865,20
84K777,Ocean Hill Collegiate Charter School,High School,3.5628571428571427,7
84K780,Brooklyn East Collegiate Charter School,High School,4.12,9
84M481,Democracy Prep Harlem Charter School,Middle,3.8537037037037036,27
84R067,John W. Lavelle Preparatory Charter School,Middle,4.117083333333333,24
02M395,A School Without Walls,High School,3.6086363636363634,22
03M291,West End Secondary School,High School,4.431111111111111,63
05M371,School of Earth Exploration and Discovery Harlem (SEED Harlem),Middle,2.389074074074074,54
07X625,Bronx Legacy High School,High School,2.574468085106383,47
08X636,Virtual Innovators Academy,High School,2.69375,24
09X594,New Pathways Academy,Middle,3.4763513513513513,74
09X593,South Bronx International Middle School,Middle,3.7435384615384617,65
10X228,Jonas Bronck Academy,High School,4.064666666666667,15
12X641,Bard High School Early College Bronx,High School,4.58625,24
13K963,Design Works High School,High School,3.852777777777778,18
13K915,Bridges: A School for Exploration and Equity,Middle,3.5693548387096774,62
16K898,The Brooklyn Green School,Middle,3.302459016393443,61
18K961,Lenox Academy M. S. 961,Middle,4.24,38
19K935,M.S. 935,Middle,2.198,70
19K907,Legacy School of the Arts,Middle,2.039076923076923,65
19K953,The East New York Arts and Civics High School,High School,2.87030303030303,66
20K936,MS 936 Arts Off 3rd,Middle,3.87013698630137,73
24Q419,MS 419,Middle,2.891714285714286,70
25Q379,College Point Collaborative,Middle,2.5214666666666665,75
30Q429,I.S 429,Middle,3.9324242424242426,33
30Q417,Gotham Tech High School,High School,3.008709677419355,31
31R085,The Young Women's Leadership School of Staten Island,Middle,2.521372549019608,51
84K037,Beginning with Children Charter School II,High School,2.3459090909090907,22
84K367,Success Academy Charter School - Bed Stuy 1,Middle,4.35469387755102,49
84K406,"EMBER Charter School for Mindful Education, Innovation and Transformation",High School,2.116470588235294,34
84K680,Achievement First Aspire Charter School,High School,3.0814285714285714,28
84K883,Success Academy Charter School - Bed Stuy 3,Middle,3.9484615384615385,26
84K911,Edmund W. Gordon Brooklyn Laboratory Charter School,Middle,3.399814814814815,54
84K928,Brooklyn Prospect Charter School - CSD 15.2,High School,3.8855,60
84K956,Lamad Academy Charter School,Middle,2.736530612244898,49
84M204,Capital Preparatory Harlem Charter School,High School,2.0185714285714287,56
84M202,Great Oaks Kathleen Sherry Charter School,High School,2.517777777777778,27
84M330,Girls Preparatory Charter School of New York,High School,2.512,5
84M389,KIPP Beyond Charter School,Middle,4.1965,40
84M518,East Harlem Scholars Academy Charter School,High School,2.006078431372549,51
84Q340,Challenge Preparatory Charter School,High School,2.6175,32
84Q387,Valence College Preparatory Charter School,Middle,4.234242424242424,66
84Q380,Forte Preparatory Academy Charter School,High School,3.6715384615384616,13
84Q414,Renaissance Charter School 2,High School,2.844,10
84R070,Lois and Richard Nicotra Early College Charter School,High School,3.588846153846154,52
84R070,Lois and Richard Nicotra Early College Charter School,Middle,2.29,18
84R083,Richmond Preparatory Charter School,Middle,2.321964285714286,56
84X309,South Bronx Charter School for International Cultures and the Arts,High School,3.2875,16
84X347,International Leadership Charter High School,Middle,3.7277272727272726,22
84X387,Brilla College Preparatory Charter School,High School,3.484,15
84X380,Success Academy Charter School - Bronx 3,High School,2.505,10
84X460,Atmosphere Academy Public Charter School,High School,3.4796,25
84X465,Boys Preparatory Charter School of New York,High School,3.653636363636364,11
84X487,Girls Preparatory Charter School of the Bronx,High School,3.087142857142857,7
84X597,Urban Assembly Charter School for Computer Science,High School,3.727936507936508,63
84X606,Emblaze Academy Charter School,Middle,3.4638709677419355,62
84X585,Legacy College Preparatory Charter School,High School,2.416842105263158,38
84X598,KIPP Freedom Charter School,Middle,3.7266666666666666,18
84X612,Creo College Preparatory Charter School,Middle,3.831935483870968,62
84X615,University Prep Charter Middle School,Middle,3.0464285714285713,56
84X611,AECI II: NYC Charter High School for Computer Engineering and Innovation,High School,3.45375,48
84X627,Capital Preparatory Bronx Charter School,Middle,3.6158333333333332,60
84X617,KIPP Bronx Charter School III,High School,3.9904,25
84X635,Earl Monroe New Renaissance Basketball Charter School,High School,2.733846153846154,26
84X627,Capital Preparatory Bronx Charter School,High School,3.6715,20
84X640,Family Life Academy Charter Schools High School,High School,3.4358823529411766,17
84K367,Success Academy Charter School - Bed Stuy 1,High School,2.51,2
84K752,Success Academy Charter School - Fort Greene,Middle,3.4472727272727273,11
84K911,Edmund W. Gordon Brooklyn Laboratory Charter School,High School,2.84,12
84K928,Brooklyn Prospect Charter School - CSD 15.2,Middle,3.3994117647058824,17
84X616,KIPP Bronx Charter School II,Middle,3.5952941176470588,17
02M303,"Facing History School, The",Middle,2.047,20
09X644,Bronx Debate Academy,Middle,1.7810526315789474,19
15K428,Global Innovators Academy,Middle,3.473333333333333,15
19K965,Bard High School Early College Brooklyn,High School,3.9875,8
20K407,"School of Technology, Arts, and Research",Middle,3.571111111111111,18
30Q367,Motion Picture Technical High School,High School,3.3833333333333333,6
84K782,Bedford Stuyvesant New Beginnings Charter School,High School,3.5275000000000003,4
84M295,School in the Square Public Charter School,High School,2.5033333333333334,6
84M389,KIPP Beyond Charter School,High School,4.59625,8
84M709,Harlem Village Academy North Charter School,Middle,4.329090909090909,11
84Q422,Success Academy Charter School - NYC 14,Middle,4.641,10
84R083,Richmond Preparatory Charter School,High School,3.646666666666667,3
84X429,Charter High School for Law and Social Justice,Middle,3.8457142857142856,7
84X614,Dream Charter School Mott Haven,High School,3.898421052631579,19
84X647,Success Academy Charter School - NYC 12,Middle,4.99,8
84X648,Girls Preparatory Charter School of New York,Middle,4.99,1
84X648,Girls Preparatory Charter School of New York,High School,3.4266666666666667,6
84X649,Democracy Preparatory Endurance Charter School,High School,2.5465,20
