dbn,school_name,borough,avg_metric_score,n_metric_rows
05M685,Bread & Roses Integrated Arts High School,Manhattan,1.8825,20
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,Manhattan,3.2256,25
07X385,Performance School,Bronx,2.2983333333333333,18
07X520,Foreign Language Academy of Global Studies,Bronx,2.4710714285714284,28
08X366,Urban Assembly Academy of Civic Engagement,Bronx,2.5204166666666667,24
09X064,P.S. 064 Pura Belpre,Bronx,2.9325,20
09X230,P.S. 230 Dr Roland N. Patterson,Bronx,2.5305,20
09X414,Jonathan Levin High School for Media and Communica,Bronx,1.9747826086956521,23
11X272,Globe School for Environmental Research,Bronx,3.293846153846154,26
12X050,P.S. 050 Clara Barton,Bronx,2.836,20
12X278,Peace and Diversity Academy,Bronx,1.8451851851851853,27
75M401,Hospital Schools,Manhattan,2.0066666666666664,3
02M395,A School Without Walls,Manhattan,3.6086363636363634,22
04M505,Edward A. Reynolds West Side High School,Manhattan,2.404313725490196,51
05M371,School of Earth Exploration and Discovery Harlem (SEED Harlem),Manhattan,2.389074074074074,54
07X625,Bronx Legacy High School,Bronx,2.574468085106383,47
08X636,Virtual Innovators Academy,Bronx,2.69375,24
09X594,New Pathways Academy,Bronx,3.4763513513513513,74
09X593,South Bronx International Middle School,Bronx,3.7435384615384617,65
12X595,P.S. 595,Bronx,2.7981818181818183,44
12X641,Bard High School Early College Bronx,Bronx,4.58625,24
75X596,P.S. X596,Bronx,4.31,3
84M383,Storefront Academy Harlem Charter School,Manhattan,2.164375,16
84M380,Harlem Village Academy West Charter School,Manhattan,4.203181818181818,22
84M373,Zeta Charter Schools - Inwood,Manhattan,4.36,39
84M389,KIPP Beyond Charter School,Manhattan,4.2631250000000005,48
84X597,Urban Assembly Charter School for Computer Science,Bronx,3.727936507936508,63
84X606,Emblaze Academy Charter School,Bronx,3.4638709677419355,62
84X599,Cardinal McCloskey Community Charter School,Bronx,2.910833333333333,48
84X598,KIPP Freedom Charter School,Bronx,3.148909090909091,55
84X587,NYC Autism Charter School Bronx,Bronx,1.8920000000000001,5
84X612,Creo College Preparatory Charter School,Bronx,3.831935483870968,62
84X614,Dream Charter School Mott Haven,Bronx,3.773529411764706,85
84X616,KIPP Bronx Charter School II,Bronx,3.2587272727272727,55
84X613,Bold Charter School,Bronx,4.24,41
84X610,Urban Dove Team Charter School II,Bronx,2.846290322580645,62
84X615,University Prep Charter Middle School,Bronx,3.0464285714285713,56
84X608,Bronx Charter School for Excellence 4,Bronx,4.075714285714286,35
84X609,Zeta Charter Schools - South Bronx,Bronx,4.371860465116279,43
84X617,KIPP Bronx Charter School III,Bronx,3.4751898734177216,79
84X611,AECI II: NYC Charter High School for Computer Engineering and Innovation,Bronx,3.45375,48
84X619,Bronx Arts and Science Charter School,Bronx,2.505813953488372,43
84X627,Capital Preparatory Bronx Charter School,Bronx,3.62975,80
84X623,Neighborhood Charter School: Bronx,Bronx,4.1414285714285715,42
84X635,Earl Monroe New Renaissance Basketball Charter School,Bronx,2.733846153846154,26
84X620,Bronx Charter School for Excellence 5,Bronx,4.2211428571428575,35
84X633,Wildflower New York Charter School,Bronx,4.99,2
84X638,Success Academy Charter School - Bronx 5 Upper,Bronx,4.99,10
84X640,Family Life Academy Charter Schools High School,Bronx,3.4358823529411766,17
07X642,South Bronx Literacy Academy,Bronx,2.0771428571428574,7
09X644,Bronx Debate Academy,Bronx,1.7810526315789474,19
84M390,Amber Charter School Inwood,Manhattan,2.5357142857142856,7
84M424,Urban Dove Team Charter School IV,Manhattan,1.535,22
84X628,Brilla Caritas Charter School,Bronx,3.2284615384615383,13
84X629,Brilla Pax Charter School,Bronx,3.1761538461538463,13
84X630,Girls Preparatory Charter School of the Bronx II,Bronx,2.5953333333333335,15
84X631,Zeta Charter School - Mount Eden,Bronx,4.4750000000000005,10
84X632,Zeta Charter School - Tremont Park,Bronx,4.674,10
84X639,Dream Charter School Highbridge,Bronx,4.03,13
84X647,Success Academy Charter School - NYC 12,Bronx,4.99,8
84X648,Girls Preparatory Charter School of New York,Bronx,3.65,7
84X649,Democracy Preparatory Endurance Charter School,Bronx,2.620810810810811,37
