dbn,school_name,report_type,n_metrics_compared,n_metrics_below_avg,pct_metrics_below_avg,any_below_avg
84K757,Unity Preparatory Charter School of Brooklyn,HS,149,66,44.3,True
84K758,Brooklyn Urban Garden Charter School,EMS,194,110,56.7,True
84K766,Brooklyn Prospect Charter School - CSD 13.2,EMS,122,35,28.7,True
84K769,Hyde Leadership Charter School - Brooklyn,EMS,174,118,67.8,True
84K772,Success Academy Charter School - Bensonhurst,EMS,105,7,6.7,True
84K774,Achievement First Apollo Charter School,EMS,197,80,40.6,True
84K775,Uncommon Brownsville North Charter School NYC,EMS,187,66,35.3,True
84K775,Uncommon Brownsville North Charter School NYC,HS,153,104,68.0,True
84M481,Democracy Preparatory Harlem Charter School,EMS,202,120,59.4,True
84K777,Uncommon Crown Heights Charter School NYC,EMS,177,67,37.9,True
84K780,Brooklyn East Collegiate Charter School,EMS,109,40,36.7,True
84K781,Success Academy Charter School - Bergen Beach,EMS,116,12,10.3,True
84K782,Bedford Stuyvesant New Beginnings Charter School,EMS,183,61,33.3,True
84K784,Achievement First North Brooklyn Preparatory Charter School,EMS,136,40,29.4,True
84K785,Imagine Me Leadership Charter School,EMS,121,38,31.4,True
84K788,Achievement First Linden Charter School,EMS,119,80,67.2,True
84K789,Compass Charter School,EMS,105,35,33.3,True
84K790,Central Brooklyn Ascend Charter School,EMS,130,40,30.8,True
84K791,Brooklyn Dreams Charter School,EMS,214,148,69.2,True
84K792,Cultural Arts Academy Charter School At Spring Creek,EMS,114,92,80.7,True
84K793,Bushwick Ascend Charter School,EMS,186,50,26.9,True
84K803,Brooklyn Laboratory Charter School,EMS,111,48,43.2,True
84K803,Brooklyn Laboratory Charter School,HS,116,102,87.9,True
84K807,Collegiate Academy for Mathematics and Personal Awareness Charter School,EMS,103,60,58.3,True
84K876,Achievement First Voyager Charter School,EMS,117,38,32.5,True
84K879,Brooklyn Prospect Charter School - CSD 13,EMS,180,53,29.4,True
84K892,Brooklyn Emerging Leaders Academy Charter School,HS,87,51,58.6,True
84K911,Edmund W. Gordon Brooklyn Laboratory Charter School,EMS,89,36,40.4,True
84K912,Key Collegiate Charter School,EMS,21,8,38.1,True
84M065,Democracy Preparatory Endurance Charter School,EMS,146,48,32.9,True
84M065,Democracy Preparatory Endurance Charter School,HS,130,82,63.1,True
84M068,KIPP NYC Washington Heights Academy Charter School,EMS,182,36,19.8,True
84M068,KIPP Washington Heights Middle School,HS,39,24,61.5,True
84M080,Manhattan Charter School II,EMS,117,76,65.0,True
84M085,Global Community Charter School,EMS,158,89,56.3,True
84M100,Neighborhood Charter School of Harlem,EMS,170,28,16.5,True
84M168,East Harlem Scholars Academy Charter School II,EMS,144,107,74.3,True
84M170,Success Academy Charter School - Hell's Kitchen,EMS,121,8,6.6,True
84M174,Success Academy Charter School - Union Square,EMS,142,14,9.9,True
84M186,Harlem Hebrew Language Academy Charter School,EMS,85,59,69.4,True
84M202,Great Oaks Kathleen Sherry Charter School,EMS,166,69,41.6,True
84M204,Capital Preparatory Harlem Charter School,EMS,123,90,73.2,True
84M204,Capital Preparatory Harlem Charter School,HS,87,76,87.4,True
84M263,New York City Charter School of the Arts,EMS,119,67,56.3,True
84M265,Success Academy Charter School - Washington Heights,EMS,101,5,5.0,True
84M279,Opportunity Charter School,EMS,199,159,79.9,True
84M279,Opportunity Charter School,HS,265,109,41.1,True
84M284,Harlem Children's Zone Promise Academy Charter School,EMS,197,74,37.6,True
84M284,Harlem Children's Zone Promise Academy Charter School,HS,218,70,32.1,True
84M708,Harlem Prep Charter School,EMS,203,107,52.7,True
84M295,School in the Square Public Charter School,EMS,161,93,57.8,True
84M320,Manhattan Charter School,EMS,126,77,61.1,True
84M329,Harlem Link Charter School,EMS,159,83,52.2,True
84M330,Girls Preparatory Charter School of New York,EMS,135,53,39.3,True
84M335,Harlem Village Academy East Charter School,EMS,183,50,27.3,True
84M335,Harlem Village Academy East Charter School,HS,161,81,50.3,True
84M336,KIPP Infinity Charter School,HS,192,112,58.3,True
84M341,Harlem Children's Zone Promise Academy II Charter School,EMS,208,91,43.8,True
84M341,Harlem Children's Zone Promise Academy II Charter School,HS,177,68,38.4,True
84M350,Democracy Preparatory Charter School,EMS,197,50,25.4,True
84M350,Democracy Preparatory Charter School,HS,254,163,64.2,True
84M351,Success Academy Charter School - Harlem 1,EMS,152,24,15.8,True
84M351,Success Academy Charter School - Harlem 1,HS,113,81,71.7,True
84M353,New Heights Academy Charter School,EMS,200,79,39.5,True
84M353,New Heights Academy Charter School,HS,235,70,29.8,True
84M382,DREAM Charter School East Harlem,EMS,198,57,28.8,True
84M382,DREAM Charter School,HS,70,9,12.9,True
84M384,Success Academy Charter School - Harlem 2,EMS,136,11,8.1,True
84M385,Success Academy Charter School - Harlem 3,EMS,144,16,11.1,True
84M385,Success Academy Charter School - Harlem 3,HS,14,12,85.7,True
84M386,Success Academy Charter School - Harlem 4,EMS,121,12,9.9,True
84M388,St. HOPE Leadership Academy Charter School,EMS,199,76,38.2,True
84M430,The Equity Project Charter School,EMS,209,56,26.8,True
84M433,Innovation Charter High School,HS,263,175,66.5,True
84Q705,Renaissance Charter School,EMS,193,114,59.1,True
84M478,Inwood Academy for Leadership Charter School,EMS,204,109,53.4,True
84M478,Inwood Academy for Leadership Charter School,HS,193,109,56.5,True
84M481,Democracy Preparatory Harlem Charter School,HS,232,129,55.6,True
84M482,Success Academy Charter School - Harlem 5,EMS,144,17,11.8,True
84M483,New York French-American Charter School,EMS,152,74,48.7,True
84M518,East Harlem Scholars Academy Charter School,EMS,160,107,66.9,True
84M522,Broome Street Academy Charter High School,HS,231,177,76.6,True
84M523,Success Academy Charter School - Upper West,EMS,165,16,9.7,True
84M702,Sisulu-Walker Charter School of Harlem,EMS,108,33,30.6,True
84M704,Harbor Science and Arts Charter School,EMS,168,113,67.3,True
84M705,Amber Charter School East Harlem,EMS,164,92,56.1,True
84M707,John V. Lindsay Wildcat Academy Charter School,HST,182,121,66.5,True
84M708,Harlem Prep Charter School,HS,157,111,70.7,True
84Q705,Renaissance Charter School,HS,216,86,39.8,True
84M709,Harlem Village Academy North Charter School,EMS,174,60,34.5,True
84M709,Harlem Village Academy North Charter School,HS,188,92,48.9,True
84M726,KIPP S.T.A.R. College Preparatory Charter School,EMS,186,46,24.7,True
84M726,KIPP STAR College Prep Charter School,HS,146,40,27.4,True
84M861,Future Leaders Institute Charter School,EMS,190,131,68.9,True
84Q083,Central Queens Academy Charter School,EMS,206,23,11.2,True
84Q170,Peninsula Preparatory Academy Charter School,EMS,144,59,41.0,True
84Q298,Middle Village Preparatory Charter School,EMS,178,47,26.4,True
84Q304,VOICE Charter School of New York,EMS,185,73,39.5,True
84Q320,United Charter High School for Advanced Math and Science lV,HS,169,76,45.0,True
84Q321,Growing Up Green Charter School,EMS,221,153,69.2,True
84Q337,Success Academy Charter School - Rosedale,EMS,109,10,9.2,True
84Q339,Success Academy Charter School - Springfield Gardens - New York 6,EMS,89,5,5.6,True
84Q340,Challenge Preparatory Charter School,EMS,167,125,74.9,True
84Q341,Riverton Street Charter School,EMS,193,106,54.9,True
84Q342,Rochdale Early Advantage Charter School,EMS,127,63,49.6,True
84Q359,Academy of the City Charter School,EMS,175,109,62.3,True
84Q372,Growing Up Green Charter School II,EMS,124,94,75.8,True
84Q373,United Charter High School for the Humanities lV,HS,130,63,48.5,True
84Q380,Forte Preparatory Academy Charter School,EMS,130,17,13.1,True
84Q704,Merrick Academy - Queens Public Charter School,EMS,170,84,49.4,True
84Q706,Our World Neighborhood Charter School,EMS,212,143,67.5,True
84R012,New Ventures Charter School,HST,126,59,46.8,True
84R067,John W. Lavelle Preparatory Charter School,EMS,214,155,72.4,True
84R067,John W. Lavelle Preparatory Charter School,HS,188,65,34.6,True
84R070,Lois and Richard Nicotra Early College Charter School,EMS,39,26,66.7,True
84R070,Lois and Richard Nicotra Early College Charter School,HS,93,28,30.1,True
84R073,New World Preparatory Charter School,EMS,208,102,49.0,True
84X124,Children's Aid College Preparatory Charter School,EMS,165,62,37.6,True
84X133,Icahn Charter School 6,EMS,144,39,27.1,True
84X165,Grand Concourse Academy Charter School,EMS,171,60,35.1,True
84X177,Mott Hall Charter School,EMS,180,115,63.9,True
84X185,Pharos Academy Charter School,EMS,169,47,27.8,True
84X185,Pharos Academy Charter School,HS,218,101,46.3,True
84X200,New Visions AIM Charter High School II,HST,135,127,94.1,True
84X202,United Charter High School for Advanced Math and Science ll,HS,257,33,12.8,True
84X208,United Charter High School for the Humanities II,HS,256,134,52.3,True
84X233,Family Life Academy Charter School II,EMS,164,96,58.5,True
84X255,Bronx Charter School for Excellence,EMS,173,49,28.3,True
84X256,Heketi Community Charter School,EMS,81,53,65.4,True
84X309,South Bronx Charter School for International Cultures and the Arts,EMS,133,51,38.3,True
84X345,Leaders In Our Neighborhood Charter School,EMS,203,100,49.3,True
84X345,Leaders In Our Neighborhood Charter School,HS,266,131,49.2,True
84X346,South Bronx Classical Charter School,EMS,154,12,7.8,True
84X347,International Leadership Charter High School,HS,220,78,35.5,True
84X362,Icahn Charter School 7,EMS,127,31,24.4,True
84X364,South Bronx Classical Charter School II,EMS,113,4,3.5,True
84X378,Icahn Charter School 2,EMS,148,38,25.7,True
84X380,Success Academy Charter School - Bronx 3,EMS,128,14,10.9,True
84X387,Brilla College Preparatory Charter School,EMS,150,36,24.0,True
84X389,Bronx Global Learning Institute for Girls Charter School,EMS,150,94,62.7,True
84X393,University Prep Charter High School,HS,267,34,12.7,True
84X394,Mott Haven Charter School,EMS,180,76,42.2,True
84X395,"NYC Charter High School for Architecture, Engineering and Construction Industries",HS,268,48,17.9,True
84X398,Bronx Community Charter School,EMS,197,110,55.8,True
84X407,Access Bronx Charter School,EMS,156,99,63.5,True
84X419,Bronx Academy of Promise Charter School,EMS,167,57,34.1,True
84X422,Icahn Charter School 3,EMS,132,27,20.5,True
84X429,Charter High School for Law and Social Justice,HS,167,128,76.6,True
84X460,Atmosphere Academy Public Charter School,EMS,182,65,35.7,True
84X461,Nuasin Next Generation Charter School,EMS,191,99,51.8,True
84X461,Nuasin Next Generation Charter School,HS,116,71,61.2,True
84X464,Success Academy Charter School - Bronx 4,EMS,96,8,8.3,True
84X465,Boys Preparatory Charter School of New York,EMS,125,48,38.4,True
84X471,American Dream Charter School,EMS,172,110,64.0,True
84X471,American Dream Charter School,HS,107,29,27.1,True
84X472,Family Life Academy Charter School III,EMS,105,68,64.8,True
84X482,Dr. Richard Izquierdo Health and Science Charter School,EMS,180,119,66.1,True
84X482,Dr. Richard Izquierdo Health and Science Charter School,HS,222,79,35.6,True
84X486,Rosalyn Yalow Charter School,EMS,107,22,20.6,True
84X487,Girls Preparatory Charter School of the Bronx,EMS,161,65,40.4,True
84X488,The Equality Charter School,EMS,191,115,60.2,True
84X488,The Equality Charter School,HS,218,114,52.3,True
84X489,South Bronx Classical Charter School III,EMS,88,5,5.7,True
84X491,Academic Leadership Charter School,EMS,186,24,12.9,True
84X492,South Bronx Early College Academy Charter School,EMS,184,133,72.3,True
84X493,Success Academy Charter School - Bronx 1,EMS,139,10,7.2,True
84X494,Success Academy Charter School - Bronx 2,EMS,150,18,12.0,True
84X496,Icahn Charter School 4,EMS,126,33,26.2,True
84X497,Storefront Academy Charter School,EMS,105,37,35.2,True
84X538,Icahn Charter School 5,EMS,128,36,28.1,True
84X539,United Charter High School for Advanced Math and Science,HS,262,118,45.0,True
84X553,United Charter High School for the Humanities,HS,251,87,34.7,True
84X554,Choice Charter School,EMS,153,106,69.3,True
84X581,South Bronx Community Charter High School,HS,134,110,82.1,True
84X585,Legacy College Preparatory Charter School,EMS,139,47,33.8,True
84X597,Urban Assembly Charter School for Computer Science,HS,130,34,26.2,True
84X598,KIPP Freedom Charter School,EMS,100,27,27.0,True
84X606,Emblaze Academy Charter School,EMS,111,36,32.4,True
84X610,Urban Dove Team Charter School II,HS,16,16,100.0,True
84X703,Bronx Preparatory Charter School,EMS,206,64,31.1,True
84X703,Bronx Preparatory Charter School,HS,273,136,49.8,True
84X704,KIPP Academy Charter School,EMS,196,56,28.6,True
84X704,KIPP Academy Charter School,HS,232,73,31.5,True
84X705,Family Life Academy Charter School,EMS,169,123,72.8,True
84X706,Harriet Tubman Charter School,EMS,163,44,27.0,True
84X717,Icahn Charter School 1,EMS,165,53,32.1,True
84X718,Bronx Charter School for Better Learning,EMS,153,58,37.9,True
84X730,Bronx Charter School for the Arts,EMS,172,55,32.0,True
01M301,"Technology, Arts, and Sciences Studio",EMS,72,41,56.9,True
12X384,Entrada Academy,EMS,81,63,77.8,True
02M655,Life Sciences Secondary School,EMS,70,48,68.6,True
03M208,P.S. 208 Alain L. Locke,EMS,64,36,56.2,True
04M050,P.S. 050 Vito Marcantonio,EMS,81,53,65.4,True
04M406,Global Technology Preparatory,EMS,75,33,44.0,True
04M409,Coalition School for Social Change,HS,94,51,54.3,True
05M302,KAPPA IV,EMS,79,64,81.0,True
05M367,Academy for Social Action,HS,90,70,77.8,True
06M218,I.S. 218 Salome Urena,EMS,79,50,63.3,True
07X547,New Explorers High School,HS,94,85,90.4,True
08X332,Holcombe L. Rucker School of Community Research,HS,94,50,53.2,True
08X519,Felisa Rincon de Gautier Institute for Law and Pub,HS,94,79,84.0,True
09X325,Urban Science Academy,EMS,81,69,85.2,True
12X092,P.S. 092 Bronx,EMS,66,54,81.8,True
12X321,Crotona Academy High School,HST,76,49,64.5,True
12X372,Urban Assembly School for Wildlife Conservation,EMS,81,58,71.6,True
12X372,Urban Assembly School for Wildlife Conservation,HS,94,71,75.5,True
13K575,Bedford Stuyvesant Preparatory High School,HST,75,35,46.7,True
17K489,W.E.B. Dubois Academic High School,HST,73,52,71.2,True
18K598,Middle School of Marketing and Legal Studies,EMS,79,42,53.2,True
22K269,P.S. 269 Nostrand,EMS,64,35,54.7,True
24Q877,The 51 Avenue Academy (The Path To Academic Excell,EMS,61,8,13.1,True
84K386,Invictus Preparatory Charter School,EMS,69,47,68.1,True
84K508,Achievement First Endeavor Charter School,HS,67,45,67.2,True
84K538,Achievement First Bushwick Charter School,HS,59,39,66.1,True
84K689,Citizens of the World Charter School 1 Williamsbur,EMS,36,27,75.0,True
84K692,Citizens of the World Charter School New York 2 Cr,EMS,34,28,82.4,True
84K797,New Hope Academy Charter School,EMS,48,34,70.8,True
02M432,Murray Hill Academy,HST,47,16,34.0,True
02M605,Humanities Preparatory Academy,HST,36,13,36.1,True
06M325,P.S. 325,EMS,42,32,76.2,True
07X162,J.H.S. 162 Lola Rodriguez De Tio,EMS,54,47,87.0,True
08X305,Pablo Neruda Academy,HS,65,31,47.7,True
08X335,The Academy of the Arts,EMS,44,23,52.3,True
09X145,J.H.S. 145 Arturo Toscanini,EMS,54,46,85.2,True
09X276,Leadership Institute,HS,63,38,60.3,True
11X289,The Young Scholars Academy of The Bronx,EMS,54,46,85.2,True
12X692,Monroe Academy for Visual Arts & Design,HS,65,50,76.9,True
14K632,Frances Perkins Academy,HS,61,18,29.5,True
15K429,Brooklyn School for Global Studies,EMS,42,26,61.9,True
16K393,Frederick Douglass Academy IV Secondary School,HS,53,34,64.2,True
16K584,M.S. 584,EMS,50,31,62.0,True
17K533,School for Democracy and Leadership,EMS,41,20,48.8,True
17K533,School for Democracy and Leadership,HS,62,49,79.0,True
18K589,Arts & Media Preparatory Academy,HS,62,49,79.0,True
19K311,Essence School,EMS,52,41,78.8,True
84X258,Tech International Charter School,EMS,46,35,76.1,True
01M137,P.S. 137 John L. Bernstein,EMS,22,16,72.7,True
01M292,Henry Street School for International Studies,EMS,21,9,42.9,True
01M345,"Collaborative Academy of Science, Technology, & La",EMS,27,19,70.4,True
02M625,High School of Graphic Communication Arts,HS,25,21,84.0,True
04M381,Global Neighborhood Secondary School,EMS,25,12,48.0,True
05M410,The Urban Assembly Institute for New Technologies,EMS,25,17,68.0,True
05M469,Choir Academy of Harlem,HS,21,11,52.4,True
05M685,Bread & Roses Integrated Arts High School,HS,22,18,81.8,True
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,EMS,25,11,44.0,True
07X385,Performance School,EMS,18,12,66.7,True
07X520,Foreign Language Academy of Global Studies,HS,30,20,66.7,True
08X366,Urban Assembly Academy of Civic Engagement,EMS,25,21,84.0,True
09X064,P.S. 064 Pura Belpre,EMS,22,5,22.7,True
09X230,P.S. 230 Dr Roland N. Patterson,EMS,20,13,65.0,True
09X414,Jonathan Levin High School for Media and Communica,HS,25,16,64.0,True
11X272,Globe School for Environmental Research,EMS,27,14,51.9,True
12X050,P.S. 050 Clara Barton,EMS,20,10,50.0,True
12X278,Peace and Diversity Academy,HS,29,22,75.9,True
13K596,M.S. 596 Peace Academy,EMS,25,9,36.0,True
14K322,Foundations Academy,HS,21,18,85.7,True
14K330,The School for the Urban Environment,EMS,25,18,72.0,True
16K534,Upper School @ P.S. 25,EMS,25,5,20.0,True
16K385,"School of Business, Finance and Entrepreneurship",EMS,22,16,72.7,True
16K636,Young Scholars' Academy for Discovery and Explorat,EMS,22,13,59.1,True
17K167,P.S. 167 The Parkway,EMS,15,8,53.3,True
17K334,Middle School for Academic and Social Excellence,EMS,27,10,37.0,True
19K174,P.S. 174 Dumont,EMS,17,11,64.7,True
22K495,Sheepshead Bay High School,HS,26,16,61.5,True
23K073,P.S. 073 Thomas S. Boyland,EMS,15,13,86.7,True
29Q494,"Law, Government and Community Service High School",HS,20,11,55.0,True
29Q496,"Business, Computer Applications & Entrepreneurship",HS,21,14,66.7,True
84K355,Williamsburg Collegiate Charter School,HS,25,14,56.0,True
84K593,Excellence Boys Charter School,HS,8,5,62.5,True
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,HS,18,12,66.7,True
84K703,Beginning With Children Charter School,EMS,26,18,69.2,True
84K710,Brownsville Collegiate Charter School,HS,14,8,57.1,True
84K726,Fahari Academy Charter School,EMS,23,14,60.9,True
84K777,Ocean Hill Collegiate Charter School,HS,8,3,37.5,True
84K780,Brooklyn East Collegiate Charter School,HS,9,4,44.4,True
84K796,Lefferts Gardens Charter School,EMS,22,15,68.2,True
84R071,Staten Island Community Charter School,EMS,18,4,22.2,True
02M395,A School Without Walls,HS,40,15,37.5,True
04M505,Edward A. Reynolds West Side High School,HST,67,56,83.6,True
05M371,School of Earth Exploration and Discovery Harlem (SEED Harlem),EMS,68,56,82.4,True
07X625,Bronx Legacy High School,HS,94,64,68.1,True
08X636,Virtual Innovators Academy,HS,42,23,54.8,True
08X583,P.S. 583,EMS,74,45,60.8,True
09X088,P.S. X088 - S. Silverstein Little Sparrow School,EMS,28,12,42.9,True
10X207,P.S. 207,EMS,72,40,55.6,True
10X228,Jonas Bronck Academy,HS,23,6,26.1,True
11X483,The Matilda Avenue School,EMS,73,65,89.0,True
11X481,The STEAM Bridge School,EMS,64,8,12.5,True
12X595,P.S. 595,EMS,74,50,67.6,True
12X641,Bard High School Early College Bronx,HS,39,7,17.9,True
13K963,Design Works High School,HS,33,7,21.2,True
13K915,Bridges: A School for Exploration and Equity,EMS,92,27,29.3,True
15K896,The School of Creativity and Innovation,EMS,60,6,10.0,True
18K961,Lenox Academy M. S. 961,EMS,50,19,38.0,True
19K935,M.S. 935,EMS,90,72,80.0,True
19K953,The East New York Arts and Civics High School,HS,102,50,49.0,True
20K936,MS 936 Arts Off 3rd,EMS,97,20,20.6,True
22K889,P.S. 889,EMS,80,53,66.2,True
24Q419,MS 419,EMS,82,56,68.3,True
26Q376,P.S. 376,EMS,81,8,9.9,True
27Q377,S.T.A.R. Leadership Academy,EMS,81,59,72.8,True
28Q303,The Academy for Excellence through the Arts,EMS,69,3,4.3,True
28Q349,The Queens School for Leadership and Excellence,EMS,99,84,84.8,True
29Q360,P.S. 360,EMS,50,8,16.0,True
30Q398,The Hector Figueroa School,EMS,49,0,0.0,False
30Q361,The Woodside Community School,EMS,85,16,18.8,True
30Q384,Hunters Point Elementary School,EMS,74,5,6.8,True
30Q429,I.S 429,EMS,56,26,46.4,True
30Q417,Gotham Tech High School,HS,48,30,62.5,True
31R062,The Kathleen Grimm School for Leadership and Sustainability,EMS,76,16,21.1,True
31R068,Port Richmond School for Visionary Learning,EMS,101,87,86.1,True
31R085,The Young Women's Leadership School of Staten Island,EMS,67,51,76.1,True
84K037,Beginning with Children Charter School II,HS,37,26,70.3,True
84K406,"EMBER Charter School for Mindful Education, Innovation and Transformation",HS,45,36,80.0,True
84K680,Achievement First Aspire Charter School,HS,50,31,62.0,True
84K895,Hebrew Language Academy Charter School 2,EMS,85,31,36.5,True
84K882,Success Academy Charter School - Bushwick,EMS,57,5,8.8,True
84K883,Success Academy Charter School - Bed Stuy 3,EMS,62,6,9.7,True
84K886,Success Academy Charter School - Flatbush,EMS,67,4,6.0,True
84K910,Cypress Hills Ascend Charter School,EMS,79,9,11.4,True
84K928,Brooklyn Prospect Charter School - CSD 15.2,EMS,91,14,15.4,True
84K927,Ivy Hill Preparatory Charter School,EMS,35,26,74.3,True
84K928,Brooklyn Prospect Charter School - CSD 15.2,HS,122,47,38.5,True
84K934,East Flatbush Ascend Charter School,EMS,32,4,12.5,True
84K933,Flatbush Ascend Charter School,EMS,61,16,26.2,True
84K937,Brooklyn RISE Charter School,EMS,65,33,50.8,True
84K956,Lamad Academy Charter School,EMS,63,39,61.9,True
84K930,LEEP Dual Language Academy Charter School,EMS,66,14,21.2,True
84K929,East Brooklyn Ascend Charter School,EMS,34,1,2.9,True
84M202,Great Oaks Kathleen Sherry Charter School,HS,42,29,69.0,True
84M338,WHIN Music Community Charter School,EMS,68,57,83.8,True
84M330,Girls Preparatory Charter School of New York,HS,5,5,100.0,True
84M357,Success Academy Charter School - Harlem 6,EMS,25,1,4.0,True
84M383,Storefront Academy Harlem Charter School,EMS,30,27,90.0,True
84M373,Zeta Charter Schools - Inwood,EMS,64,4,6.2,True
84M358,Success Academy Charter School - Hudson Yards,EMS,73,5,6.8,True
84M380,Harlem Village Academy West Charter School,EMS,49,4,8.2,True
84M389,KIPP Beyond Charter School,EMS,54,8,14.8,True
84M518,East Harlem Scholars Academy Charter School,HS,97,85,87.6,True
84Q340,Challenge Preparatory Charter School,HS,52,37,71.2,True
84Q374,Success Academy Charter School - South Jamaica,EMS,59,5,8.5,True
84Q375,Success Academy Charter School - Far Rockaway,EMS,56,3,5.4,True
84Q387,Valence College Preparatory Charter School,EMS,88,10,11.4,True
84Q386,Our World Neighborhood Charter School 2,EMS,79,63,79.7,True
84Q388,New Dawn Charter High School II,HST,83,67,80.7,True
84Q385,Elm Community Charter School,EMS,83,8,9.6,True
84Q414,Renaissance Charter School 2,EMS,53,23,43.4,True
84Q380,Forte Preparatory Academy Charter School,HS,25,9,36.0,True
84Q414,Renaissance Charter School 2,HS,19,11,57.9,True
84R083,Richmond Preparatory Charter School,EMS,84,74,88.1,True
84R076,Bridge Preparatory Charter School,EMS,78,74,94.9,True
84R077,Hellenic Classical Charter School - Staten Island,EMS,69,20,29.0,True
84X309,South Bronx Charter School for International Cultures and the Arts,HS,19,10,52.6,True
84X347,International Leadership Charter High School,EMS,36,14,38.9,True
84X387,Brilla College Preparatory Charter School,HS,18,6,33.3,True
84X380,Success Academy Charter School - Bronx 3,HS,20,13,65.0,True
84X460,Atmosphere Academy Public Charter School,HS,45,18,40.0,True
84X484,Bronx Charter School for Better Learning II,EMS,72,50,69.4,True
84X465,Boys Preparatory Charter School of New York,HS,12,4,33.3,True
84X487,Girls Preparatory Charter School of the Bronx,HS,8,6,75.0,True
84X579,Bronx Charter School for Excellence 2,EMS,73,6,8.2,True
84X592,Amber Charter School Kingsbridge,EMS,82,50,61.0,True
84X588,South Bronx Classical Charter School IV,EMS,61,2,3.3,True
84X589,Bronx Charter School for Excellence 3,EMS,59,5,8.5,True
84X599,Cardinal McCloskey Community Charter School,EMS,82,50,61.0,True
84X585,Legacy College Preparatory Charter School,HS,74,58,78.4,True
84X586,Brilla Veritas Charter School,EMS,77,26,33.8,True
84X612,Creo College Preparatory Charter School,EMS,80,12,15.0,True
84X614,Dream Charter School Mott Haven,EMS,84,15,17.9,True
84X616,KIPP Bronx Charter School II,EMS,73,22,30.1,True
84X613,Bold Charter School,EMS,75,2,2.7,True
84X609,Zeta Charter Schools - South Bronx,EMS,69,4,5.8,True
84X608,Bronx Charter School for Excellence 4,EMS,57,4,7.0,True
84X617,KIPP Bronx Charter School III,EMS,72,20,27.8,True
84X610,Urban Dove Team Charter School II,HST,75,45,60.0,True
84X615,University Prep Charter Middle School,EMS,74,41,55.4,True
84X611,AECI II: NYC Charter High School for Computer Engineering and Innovation,HS,88,26,29.5,True
84X619,Bronx Arts and Science Charter School,EMS,76,66,86.8,True
84X627,Capital Preparatory Bronx Charter School,EMS,74,27,36.5,True
84X620,Bronx Charter School for Excellence 5,EMS,67,4,6.0,True
84X623,Neighborhood Charter School: Bronx,EMS,74,6,8.1,True
84X638,Success Academy Charter School - Bronx 5 Upper,EMS,33,0,0.0,False
84X617,KIPP Bronx Charter School III,HS,47,4,8.5,True
84X635,Earl Monroe New Renaissance Basketball Charter School,HS,42,26,61.9,True
84X627,Capital Preparatory Bronx Charter School,HS,26,6,23.1,True
84X640,Family Life Academy Charter Schools High School,HS,31,12,38.7,True
84X633,Wildflower New York Charter School,EMS,4,0,0.0,False
84K367,Success Academy Charter School - Bed Stuy 1,HS,4,3,75.0,True
84K911,Edmund W. Gordon Brooklyn Laboratory Charter School,HS,12,6,50.0,True
02M303,"Facing History School, The",EMS,31,26,83.9,True
07X642,South Bronx Literacy Academy,EMS,16,13,81.2,True
09X644,Bronx Debate Academy,EMS,30,26,86.7,True
15K428,Global Innovators Academy,EMS,22,10,45.5,True
19K938,P.S. 938,EMS,12,3,25.0,True
19K965,Bard High School Early College Brooklyn,HS,12,6,50.0,True
20K407,"School of Technology, Arts, and Research",EMS,33,21,63.6,True
20K939,Sunset School of Cultural Learning,EMS,26,7,26.9,True
30Q367,Motion Picture Technical High School,HS,15,13,86.7,True
84K782,Bedford Stuyvesant New Beginnings Charter School,HS,7,2,28.6,True
84M295,School in the Square Public Charter School,HS,12,10,83.3,True
84M389,KIPP Beyond Charter School,HS,17,1,5.9,True
84M390,Amber Charter School Inwood,EMS,18,16,88.9,True
84M424,Urban Dove Team Charter School IV,HST,31,28,90.3,True
84Q422,Success Academy Charter School - NYC 14,EMS,22,1,4.5,True
84Q428,Urban Dove Team Charter School III,HST,27,23,85.2,True
84R083,Richmond Preparatory Charter School,HS,5,1,20.0,True
84X429,Charter High School for Law and Social Justice,EMS,12,4,33.3,True
84X614,Dream Charter School Mott Haven,HS,44,7,15.9,True
84X628,Brilla Caritas Charter School,EMS,26,4,15.4,True
84X629,Brilla Pax Charter School,EMS,22,10,45.5,True
84X630,Girls Preparatory Charter School of the Bronx II,EMS,25,20,80.0,True
84X631,Zeta Charter School - Mount Eden,EMS,22,1,4.5,True
84X632,Zeta Charter School - Tremont Park,EMS,22,1,4.5,True
84X639,Dream Charter School Highbridge,EMS,26,0,0.0,False
84X647,Success Academy Charter School - NYC 12,EMS,18,0,0.0,False
84X648,Girls Preparatory Charter School of New York,EMS,1,0,0.0,False
84X648,Girls Preparatory Charter School of New York,HS,7,4,57.1,True
84X649,Democracy Preparatory Endurance Charter School,EMS,28,18,64.3,True
84X649,Democracy Preparatory Endurance Charter School,HS,51,33,64.7,True
